Character,Line,text_lemmatized,Season,Episode_Number,Dominant,compound,neg,neu,pos
Michael, Dwight will take my blindfold off when we are deep in the forest. Just the two of us from this point out. ,"['dwight', 'blindfold', 'deep', 'forest', 'point']",4,7,Topic 12,0.0,0.0,1.0,0.0
Dwight, [leading Michael from car] Here we go. Just the two of us [gestures for camera crew to follow]  ,"['lead', 'michael', 'car', 'gesture', 'camera', 'crew', 'follow']",4,7,Topic 13,0.0,0.0,1.0,0.0
Dwight," Here we go, into the wild. Mighty forest. Can you smell the trees and the nature?  ","['wild', 'mighty', 'forest', 'smell', 'tree', 'nature']",4,7,Topic 46,0.0,0.0,1.0,0.0
Dwight," Keep going, you’re fine. Just some bushes and some thickets [leads Michael into some tall grass] Keep going. You wanted wilderness, you got it.   ","['go', 'fine', 'bush', 'thicket', 'lead', 'michael', 'tall', 'grass', 'go', 'want', 'wilderness']",4,7,Topic 27,0.2023,0.0,0.927,0.073
Jim," You know, try sending them another invoice.","['know', 'try', 'send', 'invoice']",4,7,Topic 49,0.0,0.0,1.0,0.0
Jim," Alright. [starts walking away, but returns] Oh, did you see my memo by the way? ","['start', 'walk', 'away', 'return', 'memo', 'way']",4,7,Topic 40,0.128,0.0,0.903,0.097
Jim, Right! Exactly. [pats Oscar on the back and walks away] Knew I could count on you. [Oscar rolls his eyes]  ,"['exactly', 'pat', 'oscar', 'walk', 'away', 'count', 'oscar', 'roll', 'eye']",4,7,Topic 5,0.0,0.0,1.0,0.0
Dwight, Good a spot as any. [They stop and Dwight starts spinning Michael around in circles],"['spot', 'stop', 'dwight', 'start', 'spin', 'michael', 'circle']",4,7,Topic 20,0.1779,0.122,0.718,0.16
Michael," What are you doing? Stop. Dwight, Dwight. Just —","['stop', 'dwight', 'dwight']",4,7,Topic 12,-0.296,0.216,0.784,0.0
Dwight, Spin. I’m trying to confuse your sense of direction. [stops spinning and takes Michael’s blindfold off] Behold. ,"['spin', 'try', 'confuse', 'sense', 'direction', 'stop', 'spin', 'take', 'michael', 'blindfold', 'behold']",4,7,Topic 11,-0.3612,0.189,0.811,0.0
Michael," Alright, good. Thank you, Dwight.","['thank', 'dwight']",4,7,Topic 12,0.7506,0.0,0.213,0.787
Dwight, Here’s your knife. Here’s your duct tape. ,"['here', 'knife', 'here', 'duct', 'tape']",4,7,Topic 8,0.0,0.0,1.0,0.0
Michael," Alright, very good. Ahh, OK. [Dwight gives Michael a hug] ","['dwight', 'give', 'michael', 'hug']",4,7,Topic 12,0.807,0.0,0.458,0.542
Michael," Thanks for the ride. OK. Leave me be, Dwight. [Dwight runs off]  ","['thanks', 'ride', 'leave', 'dwight', 'dwight', 'run']",4,7,Topic 12,0.4019,0.085,0.709,0.206
Jim," Yeah, people like me I guess.","['people', 'guess']",4,7,Topic 4,0.5719,0.0,0.46,0.54
Jim, Well I think Meredith was just —,['meredith'],4,7,Topic 32,0.2732,0.0,0.741,0.259
Jim," Well, I’m gonna to talk to Angela and we’re gonna see what we can do about a pie.","['talk', 'angela', 'pie']",4,7,Topic 31,0.2732,0.0,0.89,0.11
Michael," [to own camcorder] Day One. I’m in the interior of the vast Pennsylvania wilderness. I’ve brought with me only the bare essentials. A knife, roll of duct tape, in case I need to craft some shelter or make some sort of water vessel. It’s hot today. The sun is in the two-thirds easterly quadrant, which would make it about [looks at watch] 2 o’clock in the afternoon. It’s really beating down on me now. I think that I want to get a little more comfortable because the sun is depleting my resources. [cuts pants with knife] OK. OH, there we go. Watch that I don’t hit my corroded artery here…  ","['camcorder', 'interior', 'vast', 'pennsylvania', 'wilderness', 'brought', 'bare', 'essential', 'knife', 'roll', 'duct', 'tape', 'case', 'need', 'craft', 'shelter', 'sort', 'water', 'vessel', 'hot', 'today', 'sun', 'twothirds', 'easterly', 'quadrant', 'look', 'watch', 'oclock', 'afternoon', 'beating', 'want', 'little', 'comfortable', 'sun', 'deplete', 'resource', 'cut', 'pant', 'knife', 'watch', 'hit', 'corrode', 'artery']",4,7,Topic 8,-0.2212,0.047,0.913,0.04
Dwight," I lied to Michael. I said that I would leave him alone, but I will not. I will remain close by to provide unseen moral support, but I will never help him. I will let harm befall him. I will even let him die. But I will never let him lose his dignity.  ","['lie', 'michael', 'say', 'leave', 'remain', 'close', 'provide', 'unseen', 'moral', 'support', 'help', 'harm', 'befall', 'die', 'lose', 'dignity']",4,7,Topic 23,-0.7506,0.244,0.616,0.14
Michael," There we go. [standing with short sleeves and short pants] Much better. Now everything I brought with me can be used. My sport coat here, can be fashioned into a backpack of sorts [ties jacket around neck].   ","['stand', 'short', 'sleeve', 'short', 'pant', 'better', 'brought', 'sport', 'coat', 'fashion', 'backpack', 'sort', 'tie', 'jacket', 'neck']",4,7,Topic 41,0.4404,0.0,0.925,0.075
Michael, I’m going to wear what was once one of my pant legs. [puts pant leg on head like a hat]   ,"['go', 'wear', 'pant', 'leg', 'put', 'pant', 'leg', 'head', 'hat']",4,7,Topic 16,0.3612,0.0,0.884,0.116
Michael," See, this is a beautiful piece of material [rips other pant leg in half] This could be used for all sorts of things.  ","['beautiful', 'piece', 'material', 'rip', 'pant', 'leg', 'half', 'sort', 'thing']",4,7,Topic 16,0.5994,0.0,0.849,0.151
Michael, Some sort of kerchief to keep my neck nice and comfortable.   ,"['sort', 'kerchief', 'neck', 'nice', 'comfortable']",4,7,Topic 41,0.7269,0.0,0.596,0.404
Jim," Alright, I’ll look into it, but the answer’s no.","['look', 'answer']",4,7,Topic 35,0.128,0.0,0.842,0.158
Jim," Hey, Andy, I have some calls to make.","['andy', 'call']",4,7,Topic 22,0.0,0.0,1.0,0.0
Jim," OK, I’m gonna go into this office here [gets up and walks into Michael’s office] to do some work. So I will be in here.","['office', 'get', 'walk', 'michael', 'office', 'work']",4,7,Topic 40,0.0,0.0,1.0,0.0
Michael," I am totally alone right now, with only my thoughts. I love it. I’m loving it. I can literally say anything I want. No one is gonna here me. [screams] Wish I could have gone with Ryan on that cool retreat! Jan has plastic boobs! I HAVE HEMORRHOIDS! Doesn’t even matter.   ","['totally', 'thought', 'love', 'love', 'literally', 'want', 'scream', 'wish', 'go', 'ryan', 'cool', 'retreat', 'jan', 'plastic', 'boob', 'hemorrhoid', 'matter']",4,7,Topic 26,0.8881,0.102,0.622,0.276
Dwight, Michael is a man of great depth and passion. I don’t know what he’s searching for out here. [pulls a nest from a tree] I hope he finds it. [picks up some bird eggs] Lunch.   ,"['michael', 'man', 'great', 'depth', 'passion', 'know', 'search', 'pull', 'nest', 'tree', 'hope', 'find', 'pick', 'bird', 'egg', 'lunch']",4,7,Topic 47,0.875,0.0,0.762,0.238
Michael," Well it is a little chillier than I had thought, so I have fashioned my hat back into my pants. Several hours in, time for me to find some nourishment. Now, these woods are full of creatures that can sustain human life. Things like, uh, squirrels, nice juicy rabbit would be delicious.  ","['little', 'chillier', 'thought', 'fashion', 'hat', 'pant', 'hour', 'time', 'nourishment', 'wood', 'creature', 'sustain', 'human', 'life', 'thing', 'squirrel', 'nice', 'juicy', 'rabbit', 'delicious']",4,7,Topic 16,0.8779,0.0,0.812,0.188
Dwight, About two more minutes [cooking bird eggs].  ,"['minute', 'cooking', 'bird', 'egg']",4,7,Topic 13,0.0,0.0,1.0,0.0
Michael," I have made this spear, with which I will impale my dinner. And it couldn’t come a moment too soon because I have been without food for a good three hours or so. I’m startin’ to feel it a little bit. Ohh… It’s Creed’s birthday. [singing] Happy Birthday to you. Happy Birthday to you. Happy Birthday to Creed. Happy Birthday to you. Happy birthday, buddy.  ","['spear', 'impale', 'dinner', 'moment', 'soon', 'food', 'hour', 'startin', 'feel', 'little', 'bit', 'creed', 'birthday', 'sing', 'happy', 'birthday', 'happy', 'birthday', 'happy', 'birthday', 'creed', 'happy', 'birthday', 'happy', 'birthday', 'buddy']",4,7,Topic 32,0.9698,0.0,0.734,0.266
Jim," Hey guys, what’re we talking about?","['guy', 'whatre', 'talk']",4,7,Topic 38,0.0,0.0,1.0,0.0
Michael," Well if you take a look at this, I tented my pants. I’ve made myself a nice pants tent shelter. And this little guy [pats a large tree trunk] may be Dunder Mifflin paper some day.   ","['look', 'tent', 'pant', 'nice', 'pant', 'tent', 'shelter', 'little', 'guy', 'pat', 'large', 'tree', 'trunk', 'dunder', 'mifflin', 'paper']",4,7,Topic 3,0.5994,0.0,0.874,0.126
Dwight, Nothing to worry about. Just using the scope. Safety is… [clicks rifle into safety mode] on.  ,"['worry', 'scope', 'safety', 'click', 'rifle', 'safety', 'mode']",4,7,Topic 17,0.7909,0.0,0.619,0.381
Jim," Toby’s great. He’s great, but sometimes he can be a little bit much. [in Toby voice] I don’t see the harm in that. Well, it’s a cake Toby, so, c’mon.  ","['toby', 'great', 'great', 'little', 'bit', 'toby', 'voice', 'harm', 'cake', 'toby', 'cmon']",4,7,Topic 33,0.25,0.123,0.675,0.201
Jim," OK. Yeah, you know what, we’re just gonna throw you in. Because more the merrier, right?","['know', 'throw', 'merrier']",4,7,Topic 41,0.6344,0.0,0.73,0.27
Angela," No. No way. I am not a machine, Jim. You can’t just change plans willy nilly and expect these little magic party elves to do your bidding. We already have devils food, peach cobbler, Fudgie the Whale, mushroom caps.","['way', 'machine', 'jim', 'change', 'plan', 'willy', 'nilly', 'expect', 'little', 'magic', 'party', 'elf', 'bidding', 'devil', 'food', 'peach', 'cobbler', 'fudgie', 'whale', 'mushroom', 'cap']",4,7,Topic 30,-0.539,0.133,0.812,0.055
Jim," That’s a bummer. OK, then we need to…[steps outside office] Hey everybody. Hi, how you doing? Can I have your attention please?  ‘Cause we have to talk about this birthday thing. ","['bummer', 'need', 'step', 'outside', 'office', 'everybody', 'attention', 'cause', 'talk', 'birthday']",4,7,Topic 38,-0.168,0.086,0.846,0.067
Jim," Yes, conference room in five minutes… No. No. We’re gonna solve it right here. We’re actually gonna talk about it out here. So, who has problems with the birthday thing? [everyone raises hands] One, two, three, everybody. OK, so then we just shouldn’t do it. ","['conference', 'room', 'minute', 'solve', 'actually', 'talk', 'problem', 'birthday', 'raise', 'hand', 'everybody']",4,7,Topic 13,0.2023,0.055,0.854,0.091
Angela, What am I supposed to do with two cakes and a pie?’,"['suppose', 'cake', 'pie']",4,7,Topic 16,0.0,0.0,1.0,0.0
Jim," Yup, Phyllis called me Michael. And I will always and forever be haunted by that fact.   ","['yup', 'phyllis', 'call', 'michael', 'forever', 'haunt', 'fact']",4,7,Topic 25,-0.4767,0.171,0.829,0.0
Michael," Under this tree, I think I struck the mother load. Those [points camera to mushrooms] are nature’s best mushrooms. Wild, and I have to say these little buggers are damn tasty as well. [puts them in mouth] ","['tree', 'struck', 'mother', 'load', 'point', 'camera', 'mushroom', 'nature', 'best', 'mushroom', 'wild', 'little', 'bugger', 'damn', 'tasty', 'put', 'mouth']",4,7,Topic 39,0.4336,0.101,0.755,0.144
Dwight," Stop! No, no Michael! Nooo! Nooo! [runs up to Michael and knocks him over] Nooo! Arghh. Get, get them out. [picks out mushrooms from Michael’s mouth]   ","['stop', 'michael', 'nooo', 'nooo', 'run', 'michael', 'knock', 'nooo', 'arghh', 'pick', 'mushroom', 'michael', 'mouth']",4,7,Topic 23,-0.6776,0.188,0.812,0.0
Michael," Yeah! [everybody clapping] Alright, skip around the room. Skip around the room. We want — OK, alright. Yeah, don’t do that. You’re gonna break something.  ","['everybody', 'clap', 'skip', 'room', 'skip', 'room', 'want', 'break']",4,7,Topic 13,0.7901,0.0,0.667,0.333
Michael," Man became civilized for a reason. He decided that he liked to have warmth, and clothing, and television, and hamburgers, and to walk upright, and to have a soft futon at the end of the day. He didn’t want to have to struggle to survive. I don’t need the woods. I have a nice wood desk. I don’t need fresh  air, because I have the freshest air around, A.C. And I don’t need wide open spaces. Check it out. [shows off computer screen scenery] I can also make it the sky.  ","['man', 'civilize', 'reason', 'decide', 'like', 'warmth', 'clothing', 'television', 'hamburger', 'walk', 'upright', 'soft', 'futon', 'end', 'want', 'struggle', 'survive', 'need', 'wood', 'nice', 'wood', 'desk', 'need', 'fresh', 'air', 'freshest', 'air', 'ac', 'need', 'wide', 'open', 'space', 'check', 'show', 'screen', 'scenery', 'sky']",4,7,Topic 3,0.836,0.023,0.854,0.123
Jim," Well, I tried to put all the birthdays together at once.","['try', 'birthday']",4,7,Topic 32,0.2732,0.0,0.826,0.174
Michael," Yeah, okay, I did that. Rookie mistake. ","['rookie', 'mistake']",4,7,Topic 50,0.1779,0.229,0.381,0.39
Michael," Uh huh. Yeah, just wait. Ten years, you’ll figure it out.","['wait', 'year', 'figure']",4,7,Topic 6,0.296,0.0,0.82,0.18
Jim," Well, I don’t think I’ll be here in ten years.",['year'],4,7,Topic 6,0.2732,0.0,0.811,0.189
Michael, That’s what I said. That’s what she said.,"['say', 'say']",4,7,Topic 1,0.0,0.0,1.0,0.0
Michael," I never know. I just say it. I say stuff like that, you know, to lighten the tension. When things sort of get hard.","['know', 'stuff', 'know', 'lighten', 'tension', 'thing', 'sort', 'hard']",4,7,Topic 18,-0.1263,0.145,0.764,0.091
Michael," Hey! Nice. Really good. Bravo, my young ward.  ","['nice', 'bravo', 'young', 'ward']",4,7,Topic 36,0.7419,0.0,0.488,0.512
Pam,"  Oh, it’s Creed’s birthday today.  Should we get him an ice-cream cake?  Mint chocolate chip?","['creed', 'birthday', 'today', 'icecream', 'cake', 'mint', 'chocolate', 'chip']",4,7,Topic 46,0.0,0.0,1.0,0.0
Michael,"  Hypothetically… would you go camping with me, if I were to ask you?  And bear in mind that I would never actually ask you to go camping.  That Jim is also a friend of mine, and I would rather die than make any sort of improper ovation toward you.","['hypothetically', 'camp', 'ask', 'bear', 'mind', 'actually', 'ask', 'camp', 'jim', 'friend', 'die', 'sort', 'improper', 'ovation']",4,7,Topic 22,-0.1779,0.072,0.869,0.059
Pam,"  Here’s the thing.  When Michael invents a hypothetical situation, he eventually turns it into an actual situation.  ","['here', 'michael', 'invents', 'hypothetical', 'situation', 'eventually', 'turn', 'actual', 'situation']",4,7,Topic 4,0.0,0.0,1.0,0.0
Michael,"  Do you understand that Jim is like a brother to me, and I would never do anything inappropriate?","['understand', 'jim', 'brother', 'inappropriate']",4,7,Topic 14,0.3612,0.0,0.872,0.128
Michael,"  Split the difference.  Hey… mint chocolate chip, please?  Is Jim out there?","['split', 'difference', 'mint', 'chocolate', 'chip', 'jim']",4,7,Topic 46,0.3939,0.0,0.805,0.195
Pam,"  Yeah.  Dwight, Michael wants to see you in his office. [Dwight runs in]","['dwight', 'michael', 'want', 'office', 'dwight', 'run']",4,7,Topic 12,0.296,0.0,0.845,0.155
Michael,"  Mmhmm.  I had something very personal I would like to discuss. [Dwight closes door, takes off glasses, kneels in front of Michael’s desk]  Would you go find Jim, and send him in here, please?","['mmhmm', 'personal', 'discus', 'dwight', 'close', 'door', 'take', 'glass', 'kneel', 'michael', 'desk', 'jim', 'send']",4,7,Topic 7,0.5859,0.0,0.87,0.13
Pam,  Michael has employed Dwight to track you down.,"['michael', 'employ', 'dwight', 'track']",4,7,Topic 49,0.0,0.0,1.0,0.0
Dwight,"  And this… is a Hassenfass.  Case-hardened steel.  One side, as sharp as you’d ever want something to be.  The other side serrated for maximum damage.","['hassenfass', 'casehardened', 'steel', 'sharp', 'want', 'serrate', 'maximum', 'damage']",4,7,Topic 24,-0.4404,0.116,0.836,0.047
Dwight,  Look at that.  Perfectly balanced.  This is a fine precision instrument.,"['look', 'perfectly', 'balance', 'fine', 'precision', 'instrument']",4,7,Topic 10,0.7184,0.0,0.6,0.4
Michael,"  No, just get me a case. [Dwight looks at the camera, lifts his leg onto the desk, removes the sheath from his ankle, and gives it to Michael]  All right.","['case', 'dwight', 'look', 'camera', 'lift', 'leg', 'desk', 'remove', 'sheath', 'ankle', 'give', 'michael']",4,7,Topic 39,0.0,0.0,1.0,0.0
Michael,"  I’m telling you, all I will need are my instincts and my will to survive.","['tell', 'need', 'instinct', 'survive']",4,7,Topic 40,0.0,0.0,1.0,0.0
Michael,  [holding up knife] What is this called again?   ,"['hold', 'knife', 'call']",4,7,Topic 6,0.0,0.0,1.0,0.0
Michael," Nobody likes to work late, least of all me. [to Jim] Do you have plans tonight?","['like', 'work', 'late', 'jim', 'plan', 'tonight']",4,9,Topic 30,0.4215,0.0,0.843,0.157
Jim," Nope I don’t, remember when you told us not to make plans ’cause we’re working.","['nope', 'remember', 'plan', 'cause', 'work']",4,9,Topic 2,0.0,0.0,1.0,0.0
Michael," Yes I remember. Mmm, this is B.S. This is B.S. Why are we here? I am going to call corporate. Enough is enough, I’m – God, I’m so mad! [on phone] This is Michael Scott, Scranton, well we don’t want to work. No we don’t! It’s not fair to these people. These people are my friends and I care about them! We’re not going to do it! [hangs up] Everybody I just got off the horn with corporate and basically I told them where they could stick their little overtime assignment. Go enjoy your Friday.","['remember', 'mmm', 'b', 'b', 'go', 'corporate', 'god', 'mad', 'phone', 'michael', 'scott', 'scranton', 'want', 'work', 'fair', 'people', 'people', 'friend', 'care', 'go', 'hang', 'everybody', 'horn', 'corporate', 'basically', 'stick', 'little', 'overtime', 'assignment', 'enjoy', 'friday']",4,9,Topic 48,0.881,0.069,0.762,0.169
Michael," All right, happy Friday. [to Jim] Well I think we dodged a bullet there.","['happy', 'friday', 'jim', 'dodge', 'bullet']",4,9,Topic 14,0.7003,0.0,0.674,0.326
Michael," I think we should celebrate. How about you, Pam, mi casa, a little dinner, dancing, drinks?","['celebrate', 'pam', 'mi', 'casa', 'little', 'dinner', 'dance', 'drink']",4,9,Topic 30,0.5719,0.0,0.802,0.198
Michael, You said you didn’t have plans. That’s what you said.  ,"['say', 'plan', 'say']",4,9,Topic 30,0.0,0.0,1.0,0.0
Jim," Michael has asked Pam and me to dinner at least 9 times. And every time we’ve been able to get out of it. But I’ve got to give him credit, he got me. Because I’m starting to suspect that there was no assignment from corporate.  ","['michael', 'ask', 'pam', 'dinner', 'time', 'time', 'able', 'credit', 'start', 'suspect', 'assignment', 'corporate']",4,9,Topic 48,-0.296,0.11,0.824,0.067
Michael," Dwight, it’s couples only. And besides, I only have six wine glasses, so it will be me and Jan, and Pam and Jim, and Angela and Andy.","['dwight', 'couple', 'wine', 'glass', 'jan', 'pam', 'jim', 'angela', 'andy']",4,9,Topic 14,0.0,0.0,1.0,0.0
Dwight, Does it bother me that I wasn’t invited to Michael’s dinner party? [breaks down crying]  ,"['bother', 'invite', 'michael', 'dinner', 'party', 'break', 'cry']",4,9,Topic 30,-0.4215,0.272,0.594,0.134
Michael," Yes I would. So, what have you been doing?",[],4,9,Topic 1,0.4019,0.0,0.748,0.252
Jim," Let’s see, since I saw you an hour ago?","['let', 'saw', 'hour']",4,9,Topic 6,0.0,0.0,1.0,0.0
Jim, I have been getting ready and then driving over here.,"['get', 'ready', 'drive']",4,9,Topic 17,0.3612,0.0,0.783,0.217
Pam, We got you this. [gives a bottle of wine],"['give', 'bottle', 'wine']",4,9,Topic 31,0.0,0.0,1.0,0.0
Michael," Well have a seat, or come on in, or, I don’t know, make yourself to home. This is our casa.","['seat', 'know', 'home', 'casa']",4,9,Topic 2,0.2732,0.0,0.9,0.1
Michael," Oh, just redoing the sliding glass door.","['redo', 'slide', 'glass', 'door']",4,9,Topic 7,0.0,0.0,1.0,0.0
Michael," This is it, check that out, can you smell that? [the room is filled with candles that say “Serenity by Jan”]","['check', 'smell', 'room', 'fill', 'candle', 'serenity', 'jan']",4,9,Topic 19,0.0,0.0,1.0,0.0
Michael, As you can smell there’s a lot of different odors going on in here.,"['smell', 'there', 'different', 'odor', 'go']",4,9,Topic 46,0.0,0.0,1.0,0.0
Michael," James Bond Fire. I am Bond fire, James Bond Fire. Michael Scarn. [clicks tongue]","['james', 'bond', 'fire', 'bond', 'fire', 'james', 'bond', 'fire', 'michael', 'scarn', 'click', 'tongue']",4,9,Topic 45,-0.7351,0.396,0.604,0.0
Michael," Guess what, white and eggshell white are exactly the same color.","['guess', 'white', 'eggshell', 'white', 'exactly', 'color']",4,9,Topic 44,0.0,0.0,1.0,0.0
Michael," Thanks, that’s my bed. Jan has some space issues, so I curl up on that puppy.","['thanks', 'bed', 'jan', 'space', 'issue', 'curl', 'puppy']",4,9,Topic 17,0.4404,0.0,0.838,0.162
Jim, Really? ’cause… seems pretty narrow… and short.,"['cause', 'pretty', 'narrow', 'short']",4,9,Topic 5,0.5367,0.0,0.634,0.366
Michael, It’s actually a lot bigger than it seems. Look at this. [Lies down],"['actually', 'big', 'look', 'lie']",4,9,Topic 11,-0.5023,0.213,0.787,0.0
Michael," I finally broke down and bought myself a plasma TV. Check it out. [reveals a tiny TV] I actually hung this on the wall myself. I want to show you something . A lot of people in the room, need more space? [moves TV back a couple inches] Voila, right in the wall.","['finally', 'broke', 'bought', 'plasma', 'tv', 'check', 'reveals', 'tiny', 'tv', 'actually', 'hung', 'wall', 'want', 'people', 'room', 'need', 'space', 'move', 'tv', 'couple', 'inch', 'voila', 'wall']",4,9,Topic 26,-0.3612,0.051,0.926,0.024
Michael," Sometimes I will just stand here and watch television for hours. I love it, I love this TV. Oh and I also built this table.","['stand', 'watch', 'television', 'hour', 'love', 'love', 'tv', 'built', 'table']",4,9,Topic 26,0.8555,0.0,0.732,0.268
Michael," No, I think that is either pine, or nordic cherry.","['pine', 'nordic', 'cherry']",4,9,Topic 16,0.0,0.0,1.0,0.0
Jim," Michael, I’m just terrible at all this stuff, so that’s really cool.","['michael', 'terrible', 'stuff', 'cool']",4,9,Topic 21,-0.0627,0.194,0.627,0.179
Pam," Yeah, he tried to set up my TIVO for me but then I didn’t have audio for a week.","['try', 'set', 'tivo', 'audio', 'week']",4,9,Topic 9,0.1531,0.0,0.918,0.082
Michael," If you ever need any help, I am just a phone call away.","['need', 'help', 'phone', 'away']",4,9,Topic 35,0.4019,0.0,0.816,0.184
Jim," Well, I saw – oh your Dundies. I’m surprised they’re not out on the coffee table for everybody to see.","['saw', 'dundies', 'surprised', 'coffee', 'table', 'everybody']",4,9,Topic 6,0.4588,0.0,0.818,0.182
Michael," Oh honey, I have the best trophy right here, aside from my Dundies.","['honey', 'best', 'trophy', 'aside', 'dundies']",4,9,Topic 8,0.6369,0.0,0.741,0.259
Angela," [Michael tries to hug Angela] No, no.","['michael', 'try', 'hug', 'angela']",4,9,Topic 12,0.4767,0.0,0.659,0.341
Pam, Oh I can help starting dinner if you need it.,"['help', 'start', 'dinner', 'need']",4,9,Topic 30,0.4019,0.0,0.769,0.231
Pam, Three hours from now or three hours from earlier like 4:00?,"['hour', 'hour', 'earlier']",4,9,Topic 6,0.3612,0.0,0.8,0.2
Michael, How ’bout a toast. Shall I? Here’s to good friends.,"['bout', 'toast', 'shall', 'here', 'friend']",4,9,Topic 29,0.7184,0.0,0.571,0.429
Michael," You know what, Hunter was a terrible assistant, that is why Ryan fired him.","['know', 'hunter', 'terrible', 'assistant', 'ryan', 'fire']",4,9,Topic 24,-0.7717,0.358,0.642,0.0
Angela, Sometimes I think she holds on to faxes.  ,"['hold', 'fax']",4,9,Topic 6,0.0,0.0,1.0,0.0
Pam," [To camera] I don’t care what they say, I just want to eat. Which I realize is a lot to ask for… at a dinner party.  ","['camera', 'care', 'want', 'eat', 'realize', 'ask', 'dinner', 'party']",4,9,Topic 30,0.7351,0.0,0.762,0.238
Michael," All right, [rhythim clapping] my my my my turn, my my my my turn, my my my my turn.","['rhythim', 'clap', 'turn', 'turn', 'turn']",4,9,Topic 4,0.0,0.0,1.0,0.0
Michael," Yes, I was watching Jim’s face.","['watch', 'jims', 'face']",4,9,Topic 16,0.4019,0.0,0.649,0.351
Jim, Michael and Jan seem to be playing their own separate game and it’s called ‘Let’s see how uncomfortable we can make our guests’ and they’re both winning. So I’m going to make a run for it. [holds cellphone]  ,"['michael', 'jan', 'play', 'separate', 'game', 'call', 'let', 'uncomfortable', 'guest', 'win', 'go', 'run', 'hold', 'cellphone']",4,9,Topic 10,0.3818,0.061,0.818,0.121
Jim," You’ll never guess, I just got a message from my landlord apparently, my apartment flooded, something with a sprinkler. Pam, we should probably get going and see the damage.","['guess', 'message', 'landlord', 'apparently', 'apartment', 'flood', 'sprinkler', 'pam', 'probably', 'go', 'damage']",4,9,Topic 19,-0.4939,0.103,0.897,0.0
Jim," That’s true. Um… dinner sounded delicious. Pam I’ll see you at home, thank you so much.","['true', 'dinner', 'sound', 'delicious', 'pam', 'home', 'thank']",4,9,Topic 2,0.8402,0.0,0.591,0.409
Pam," Oh Jim, I don’t think you’re going to abandon this party here all by itself. ","['jim', 'go', 'abandon', 'party']",4,9,Topic 14,0.058,0.152,0.683,0.164
Jim, I don’t know because I everything I own is there.,['know'],4,9,Topic 1,0.0,0.0,1.0,0.0
Pam, You can buy new stuff but you can’t buy a new party.,"['buy', 'new', 'stuff', 'buy', 'new', 'party']",4,9,Topic 22,0.5499,0.0,0.756,0.244
Michael," That’s true, that’s a great point. Come on down here. Sit down on that couch and be amongst friends and we are not going to think about all your stuff being destroyed, all right.","['true', 'great', 'point', 'sit', 'couch', 'friend', 'go', 'stuff', 'destroyed']",4,9,Topic 17,0.7783,0.074,0.694,0.231
Michael," All right here we go, this is going to be fun, ready. All right first name is Tom-","['go', 'fun', 'ready', 'tom']",4,9,Topic 35,0.7003,0.0,0.734,0.266
Michael," All right, Okay, okay, you’re getting inside my head. First name is blank and he goes on a cruise, he goes on a Caribbean CRUISE.","['get', 'inside', 'head', 'blank', 'go', 'cruise', 'go', 'caribbean', 'cruise']",4,9,Topic 9,0.4215,0.0,0.858,0.142
Michael," No, Baah! But he’s married to her!","['baah', 'married']",4,9,Topic 49,0.0,0.0,1.0,0.0
Michael," No! It has to be a real person Jim, come on. Okay, no no, I’m gonna pass, I’m gonna pass. Okay, rhymes with Parnold Schporzenegger.","['real', 'person', 'jim', 'pas', 'pas', 'rhyme', 'parnold', 'schporzenegger']",4,9,Topic 25,0.2244,0.078,0.778,0.145
Pam," [Michael offers his coat to Pam, who is shivering] Oh, thank you.","['michael', 'offer', 'coat', 'pam', 'shiver', 'thank']",4,9,Topic 23,0.3612,0.0,0.815,0.185
Michael, I don’t like that story babe.,"['story', 'babe']",4,9,Topic 28,0.3612,0.0,0.667,0.333
Michael," Stop, stop it! I mean, I like ice cream. Okay? Sue me. Oh, no, don’t. I shouldn’t say that jokingly because she will sue me. She loves to sue, loves lawsuits. You know honey, that door was extremely clean and it looked invisible.","['stop', 'stop', 'mean', 'ice', 'cream', 'sue', 'jokingly', 'sue', 'love', 'sue', 'love', 'lawsuit', 'know', 'honey', 'door', 'extremely', 'clean', 'look', 'invisible']",4,9,Topic 42,0.8775,0.107,0.624,0.269
Michael," Ha ha, you are! She is! She is the devil! I’m in hell! Aaahhh I’m burning, help me!","['ha', 'ha', 'devil', 'hell', 'aaahhh', 'burning', 'help']",4,9,Topic 37,-0.7946,0.347,0.478,0.174
Pam," I have never, ever dated, or wanted to do anything resembling dating Michael, ever. Not ever, not now, not then, not now, not ever, ever.","['date', 'want', 'resemble', 'date', 'michael']",4,9,Topic 32,0.0,0.0,1.0,0.0
Michael, [in the garage] So I spend most of my time right here. Have a hand [the chairs are shaped like hands]. So Jim I noticed you checking out Jan’s candles.,"['garage', 'spend', 'time', 'hand', 'chair', 'shape', 'hand', 'jim', 'notice', 'check', 'jan', 'candle']",4,9,Topic 19,0.6908,0.0,0.831,0.169
Michael," Yeah, did you know that candles are the number one fastest-growing product in the scent aroma market? $2 billion dollar a year industry. And for only $10,000, you could become a co-owner of “Serenity by Jan” What do you think about that?","['know', 'candle', 'number', 'fastestgrowing', 'product', 'scent', 'aroma', 'market', 'billion', 'dollar', 'year', 'industry', 'coowner', 'serenity', 'jan']",4,9,Topic 49,0.4329,0.0,0.912,0.088
Jim," I’m sorry, are you really trying to get us to invest in Jan’s company?","['sorry', 'try', 'invest', 'jan', 'company']",4,9,Topic 20,-0.0772,0.091,0.909,0.0
